Year,Place,StatVar,Quantity
2021,country/USA,dcid:Count_Person_Civilian_NonInstitutionalized,324818565
2021,geoId/01,dcid:Count_Person_Civilian_NonInstitutionalized,4920010
2021,geoId/02,dcid:Count_Person_Civilian_NonInstitutionalized,709438
2021,country/USA,dcid:MarginOfError_Count_Person_Civilian_NonInstitutionalized,10001
2021,geoId/01,dcid:MarginOfError_Count_Person_Civilian_NonInstitutionalized,1113
2021,geoId/02,dcid:MarginOfError_Count_Person_Civilian_NonInstitutionalized,936
2021,country/USA,dcid:Count_Person_Upto19Years_Civilian_NonInstitutionalized,78612964
2021,geoId/01,dcid:Count_Person_Upto19Years_Civilian_NonInstitutionalized,1190423
2021,geoId/02,dcid:Count_Person_Upto19Years_Civilian_NonInstitutionalized,191282
2021,country/USA,dcid:MarginOfError_Count_Person_19OrLessYears_Civilian_NonInstitutionalized,15511
2021,geoId/01,dcid:MarginOfError_Count_Person_19OrLessYears_Civilian_NonInstitutionalized,1887
2021,geoId/02,dcid:MarginOfError_Count_Person_19OrLessYears_Civilian_NonInstitutionalized,574
2021,country/USA,dcid:Count_Person_19To64Years_Civilian_NonInstitutionalized,194499875
2021,geoId/01,dcid:Count_Person_19To64Years_Civilian_NonInstitutionalized,2903045
2021,geoId/02,dcid:Count_Person_19To64Years_Civilian_NonInstitutionalized,429408
2021,country/USA,dcid:MarginOfError_Count_Person_19To64Years_Civilian_NonInstitutionalized,18603
2021,geoId/01,dcid:MarginOfError_Count_Person_19To64Years_Civilian_NonInstitutionalized,2111
2021,geoId/02,dcid:MarginOfError_Count_Person_19To64Years_Civilian_NonInstitutionalized,1281
2021,country/USA,dcid:Count_Person_65OrMoreYears_Civilian_NonInstitutionalized,51705726
2021,geoId/01,dcid:Count_Person_65OrMoreYears_Civilian_NonInstitutionalized,826542
2021,geoId/02,dcid:Count_Person_65OrMoreYears_Civilian_NonInstitutionalized,88748
2021,country/USA,dcid:MarginOfError_Count_Person_65OrMoreYears_Civilian_NonInstitutionalized,6036
2021,geoId/01,dcid:MarginOfError_Count_Person_65OrMoreYears_Civilian_NonInstitutionalized,852
2021,geoId/02,dcid:MarginOfError_Count_Person_65OrMoreYears_Civilian_NonInstitutionalized,342
2021,country/USA,dcid:Count_Person_Upto19Years_Civilian_NonInstitutionalized,78612964
2021,geoId/01,dcid:Count_Person_Upto19Years_Civilian_NonInstitutionalized,1190423
2021,geoId/02,dcid:Count_Person_Upto19Years_Civilian_NonInstitutionalized,191282
2021,country/USA,dcid:MarginOfError_Count_Person_19OrLessYears_Civilian_NonInstitutionalized,15511
2021,geoId/01,dcid:MarginOfError_Count_Person_19OrLessYears_Civilian_NonInstitutionalized,1887
2021,geoId/02,dcid:MarginOfError_Count_Person_19OrLessYears_Civilian_NonInstitutionalized,574
2021,country/USA,dcid:Count_Person_19To64Years_Civilian_NonInstitutionalized,194499875
2021,geoId/01,dcid:Count_Person_19To64Years_Civilian_NonInstitutionalized,2903045
2021,geoId/02,dcid:Count_Person_19To64Years_Civilian_NonInstitutionalized,429408
2021,country/USA,dcid:MarginOfError_Count_Person_19To64Years_Civilian_NonInstitutionalized,18603
2021,geoId/01,dcid:MarginOfError_Count_Person_19To64Years_Civilian_NonInstitutionalized,2111
2021,geoId/02,dcid:MarginOfError_Count_Person_19To64Years_Civilian_NonInstitutionalized,1281
2021,country/USA,dcid:Count_Person_65OrMoreYears_Civilian_NonInstitutionalized,51705726
2021,geoId/01,dcid:Count_Person_65OrMoreYears_Civilian_NonInstitutionalized,826542
2021,geoId/02,dcid:Count_Person_65OrMoreYears_Civilian_NonInstitutionalized,88748
2021,country/USA,dcid:MarginOfError_Count_Person_65OrMoreYears_Civilian_NonInstitutionalized,6036
2021,geoId/01,dcid:MarginOfError_Count_Person_65OrMoreYears_Civilian_NonInstitutionalized,852
2021,geoId/02,dcid:MarginOfError_Count_Person_65OrMoreYears_Civilian_NonInstitutionalized,342
2021,country/USA,dcid:Count_Person_Upto19Years_Civilian_NonInstitutionalized,78612964
2021,geoId/01,dcid:Count_Person_Upto19Years_Civilian_NonInstitutionalized,1190423
