Year,Place,StatVar,Quantity
2021,country/USA,dcid:Count_Person_WithDisability,41055492
2021,geoId/01,dcid:Count_Person_WithDisability,792519
2021,geoId/02,dcid:Count_Person_WithDisability,88000
2021,country/USA,dcid:MarginOfError_Count_Person_WithDisability,82353
2021,geoId/01,dcid:MarginOfError_Count_Person_WithDisability,6819
2021,geoId/02,dcid:MarginOfError_Count_Person_WithDisability,2160
2021,country/USA,dcid:Count_Person_WithDisability_Male,19984640
2021,geoId/01,dcid:Count_Person_WithDisability_Male,380097
2021,geoId/02,dcid:Count_Person_WithDisability_Male,48081
2021,country/USA,dcid:MarginOfError_Count_Person_WithDisability_Male,46768
2021,geoId/01,dcid:MarginOfError_Count_Person_WithDisability_Male,5021
2021,geoId/02,dcid:MarginOfError_Count_Person_WithDisability_Male,1251
2021,country/USA,dcid:Count_Person_WithDisability_Female,21070852
2021,geoId/01,dcid:Count_Person_WithDisability_Female,412422
2021,geoId/02,dcid:Count_Person_WithDisability_Female,39919
2021,country/USA,dcid:MarginOfError_Count_Person_WithDisability_Female,44472
2021,geoId/01,dcid:MarginOfError_Count_Person_WithDisability_Female,4189
2021,geoId/02,dcid:MarginOfError_Count_Person_WithDisability_Female,1409
2021,country/USA,dcid:Count_Person_WithDisability_WhiteAlone,29510969
2021,geoId/01,dcid:Count_Person_WithDisability_WhiteAlone,540435
2021,geoId/02,dcid:Count_Person_WithDisability_WhiteAlone,56119
2021,country/USA,dcid:MarginOfError_Count_Person_WithDisability_WhiteAlone,77731
2021,geoId/01,dcid:MarginOfError_Count_Person_WithDisability_WhiteAlone,5260
2021,geoId/02,dcid:MarginOfError_Count_Person_WithDisability_WhiteAlone,1804
2021,country/USA,dcid:Count_Person_WithDisability_BlackOrAfricanAmericanAlone,5618600
2021,geoId/01,dcid:Count_Person_WithDisability_BlackOrAfricanAmericanAlone,213070
2021,geoId/02,dcid:Count_Person_WithDisability_BlackOrAfricanAmericanAlone,2877
2021,country/USA,dcid:MarginOfError_Count_Person_WithDisability_BlackOrAfricanAmericanAlone,20696
2021,geoId/01,dcid:MarginOfError_Count_Person_WithDisability_BlackOrAfricanAmericanAlone,3810
2021,geoId/02,dcid:MarginOfError_Count_Person_WithDisability_BlackOrAfricanAmericanAlone,450
2021,country/USA,dcid:Count_Person_WithDisability_AmericanIndianOrAlaskaNativeAlone,433539
2021,geoId/01,dcid:Count_Person_WithDisability_AmericanIndianOrAlaskaNativeAlone,4829
2021,geoId/02,dcid:Count_Person_WithDisability_AmericanIndianOrAlaskaNativeAlone,15591
2021,country/USA,dcid:MarginOfError_Count_Person_WithDisability_AmericanIndianOrAlaskaNativeAlone,4394
2021,geoId/01,dcid:MarginOfError_Count_Person_WithDisability_AmericanIndianOrAlaskaNativeAlone,509
2021,geoId/02,dcid:MarginOfError_Count_Person_WithDisability_AmericanIndianOrAlaskaNativeAlone,605
2021,country/USA,dcid:Count_Person_WithDisability_AsianAlone,1360757
2021,geoId/01,dcid:Count_Person_WithDisability_AsianAlone,5010
2021,geoId/02,dcid:Count_Person_WithDisability_AsianAlone,3654
2021,country/USA,dcid:MarginOfError_Count_Person_WithDisability_AsianAlone,9660
2021,geoId/01,dcid:MarginOfError_Count_Person_WithDisability_AsianAlone,669
2021,geoId/02,dcid:MarginOfError_Count_Person_WithDisability_AsianAlone,484
2021,country/USA,dcid:Count_Person_WithDisability_NativeHawaiianOrOtherPacificIslanderAlone,69832
2021,geoId/01,dcid:Count_Person_WithDisability_NativeHawaiianOrOtherPacificIslanderAlone,402
2021,geoId/02,dcid:Count_Person_WithDisability_NativeHawaiianOrOtherPacificIslanderAlone,1282
2021,country/USA,dcid:MarginOfError_Count_Person_WithDisability_NativeHawaiianOrOtherPacificIslanderAlone,2361
2021,geoId/01,dcid:MarginOfError_Count_Person_WithDisability_NativeHawaiianOrOtherPacificIslanderAlone,184
2021,geoId/02,dcid:MarginOfError_Count_Person_WithDisability_NativeHawaiianOrOtherPacificIslanderAlone,281
2021,country/USA,dcid:Count_Person_WithDisability_SomeOtherRaceAlone,1682578
2021,geoId/01,dcid:Count_Person_WithDisability_SomeOtherRaceAlone,6236
2021,geoId/02,dcid:Count_Person_WithDisability_SomeOtherRaceAlone,1671
2021,country/USA,dcid:MarginOfError_Count_Person_WithDisability_SomeOtherRaceAlone,13404
2021,geoId/01,dcid:MarginOfError_Count_Person_WithDisability_SomeOtherRaceAlone,892
2021,geoId/02,dcid:MarginOfError_Count_Person_WithDisability_SomeOtherRaceAlone,378
2021,country/USA,dcid:Count_Person_WithDisability_TwoOrMoreRaces,2379217
2021,geoId/01,dcid:Count_Person_WithDisability_TwoOrMoreRaces,22537
2021,geoId/02,dcid:Count_Person_WithDisability_TwoOrMoreRaces,6806
2021,country/USA,dcid:MarginOfError_Count_Person_WithDisability_TwoOrMoreRaces,17191
2021,geoId/01,dcid:MarginOfError_Count_Person_WithDisability_TwoOrMoreRaces,1551
2021,geoId/02,dcid:MarginOfError_Count_Person_WithDisability_TwoOrMoreRaces,682
2021,country/USA,dcid:Count_Person_WithDisability_WhiteAloneNotHispanicOrLatino,26915355
2021,geoId/01,dcid:Count_Person_WithDisability_WhiteAloneNotHispanicOrLatino,532059
2021,geoId/02,dcid:Count_Person_WithDisability_WhiteAloneNotHispanicOrLatino,54210
2021,country/USA,dcid:MarginOfError_Count_Person_WithDisability_WhiteAloneNotHispanicOrLatino,86450
2021,geoId/01,dcid:MarginOfError_Count_Person_WithDisability_WhiteAloneNotHispanicOrLatino,5280
2021,geoId/02,dcid:MarginOfError_Count_Person_WithDisability_WhiteAloneNotHispanicOrLatino,1759
2021,country/USA,dcid:Count_Person_WithDisability_HispanicOrLatino,5587005
2021,geoId/01,dcid:Count_Person_WithDisability_HispanicOrLatino,17676
2021,geoId/02,dcid:Count_Person_WithDisability_HispanicOrLatino,4742
2021,country/USA,dcid:MarginOfError_Count_Person_WithDisability_HispanicOrLatino,22296
2021,geoId/01,dcid:MarginOfError_Count_Person_WithDisability_HispanicOrLatino,1274
2021,geoId/02,dcid:MarginOfError_Count_Person_WithDisability_HispanicOrLatino,617
2021,country/USA,dcid:Count_Person_5OrLessYears_WithDisability,132721
2021,geoId/01,dcid:Count_Person_5OrLessYears_WithDisability,1805
2021,geoId/02,dcid:Count_Person_5OrLessYears_WithDisability,367
2021,country/USA,dcid:MarginOfError_Count_Person_5OrLessYears_WithDisability,3070
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrLessYears_WithDisability,395
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrLessYears_WithDisability,112
2021,country/USA,dcid:Count_Person_5To17Years_WithDisability,3137957
2021,geoId/01,dcid:Count_Person_5To17Years_WithDisability,49103
2021,geoId/02,dcid:Count_Person_5To17Years_WithDisability,6694
2021,country/USA,dcid:MarginOfError_Count_Person_5To17Years_WithDisability,15568
2021,geoId/01,dcid:MarginOfError_Count_Person_5To17Years_WithDisability,1858
2021,geoId/02,dcid:MarginOfError_Count_Person_5To17Years_WithDisability,707
2021,country/USA,dcid:Count_Person_18To34Years_WithDisability,5048681
2021,geoId/01,dcid:Count_Person_18To34Years_WithDisability,88546
2021,geoId/02,dcid:Count_Person_18To34Years_WithDisability,11792
2021,country/USA,dcid:MarginOfError_Count_Person_18To34Years_WithDisability,20910
2021,geoId/01,dcid:MarginOfError_Count_Person_18To34Years_WithDisability,2277
2021,geoId/02,dcid:MarginOfError_Count_Person_18To34Years_WithDisability,851
2021,country/USA,dcid:Count_Person_35To64Years_WithDisability,15489048
2021,geoId/01,dcid:Count_Person_35To64Years_WithDisability,331920
2021,geoId/02,dcid:Count_Person_35To64Years_WithDisability,36934
2021,country/USA,dcid:MarginOfError_Count_Person_35To64Years_WithDisability,53781
2021,geoId/01,dcid:MarginOfError_Count_Person_35To64Years_WithDisability,4388
2021,geoId/02,dcid:MarginOfError_Count_Person_35To64Years_WithDisability,1523
2021,country/USA,dcid:Count_Person_65To74Years_WithDisability,7549170
2021,geoId/01,dcid:Count_Person_65To74Years_WithDisability,153784
2021,geoId/02,dcid:Count_Person_65To74Years_WithDisability,18001
2021,country/USA,dcid:MarginOfError_Count_Person_65To74Years_WithDisability,20326
2021,geoId/01,dcid:MarginOfError_Count_Person_65To74Years_WithDisability,2324
2021,geoId/02,dcid:MarginOfError_Count_Person_65To74Years_WithDisability,704
2021,country/USA,dcid:Count_Person_75OrMoreYears_WithDisability,9697915
2021,geoId/01,dcid:Count_Person_75OrMoreYears_WithDisability,167361
2021,geoId/02,dcid:Count_Person_75OrMoreYears_WithDisability,14212
2021,country/USA,dcid:MarginOfError_Count_Person_75OrMoreYears_WithDisability,22885
2021,geoId/01,dcid:MarginOfError_Count_Person_75OrMoreYears_WithDisability,2230
2021,geoId/02,dcid:MarginOfError_Count_Person_75OrMoreYears_WithDisability,601
2021,country/USA,dcid:Count_Person_HearingDifficulty,11404350
2021,geoId/01,dcid:Count_Person_HearingDifficulty,210959
2021,geoId/02,dcid:Count_Person_HearingDifficulty,32946
2021,country/USA,dcid:MarginOfError_Count_Person_HearingDifficulty,41491
2021,geoId/01,dcid:MarginOfError_Count_Person_HearingDifficulty,3502
2021,geoId/02,dcid:MarginOfError_Count_Person_HearingDifficulty,1030
2021,country/USA,dcid:Count_Person_18OrLessYears_HearingDifficulty,397022
2021,geoId/01,dcid:Count_Person_18OrLessYears_HearingDifficulty,6018
2021,geoId/02,dcid:Count_Person_18OrLessYears_HearingDifficulty,1062
2021,country/USA,dcid:MarginOfError_Count_Person_18OrLessYears_HearingDifficulty,6531
2021,geoId/01,dcid:MarginOfError_Count_Person_18OrLessYears_HearingDifficulty,673
2021,geoId/02,dcid:MarginOfError_Count_Person_18OrLessYears_HearingDifficulty,187
2021,country/USA,dcid:Count_Person_5OrLessYears_HearingDifficulty,87365
2021,geoId/01,dcid:Count_Person_5OrLessYears_HearingDifficulty,908
2021,geoId/02,dcid:Count_Person_5OrLessYears_HearingDifficulty,261
2021,country/USA,dcid:MarginOfError_Count_Person_5OrLessYears_HearingDifficulty,2561
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrLessYears_HearingDifficulty,266
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrLessYears_HearingDifficulty,80
2021,country/USA,dcid:Count_Person_5To17Years_HearingDifficulty,309657
2021,geoId/01,dcid:Count_Person_5To17Years_HearingDifficulty,5110
2021,geoId/02,dcid:Count_Person_5To17Years_HearingDifficulty,801
2021,country/USA,dcid:MarginOfError_Count_Person_5To17Years_HearingDifficulty,5196
2021,geoId/01,dcid:MarginOfError_Count_Person_5To17Years_HearingDifficulty,637
2021,geoId/02,dcid:MarginOfError_Count_Person_5To17Years_HearingDifficulty,182
2021,country/USA,dcid:Count_Person_18To64Years_HearingDifficulty,3889811
2021,geoId/01,dcid:Count_Person_18To64Years_HearingDifficulty,78750
2021,geoId/02,dcid:Count_Person_18To64Years_HearingDifficulty,14637
2021,country/USA,dcid:MarginOfError_Count_Person_18To64Years_HearingDifficulty,24480
2021,geoId/01,dcid:MarginOfError_Count_Person_18To64Years_HearingDifficulty,2465
2021,geoId/02,dcid:MarginOfError_Count_Person_18To64Years_HearingDifficulty,832
2021,country/USA,dcid:Count_Person_18To34Years_HearingDifficulty,623823
2021,geoId/01,dcid:Count_Person_18To34Years_HearingDifficulty,11769
2021,geoId/02,dcid:Count_Person_18To34Years_HearingDifficulty,1682
2021,country/USA,dcid:MarginOfError_Count_Person_18To34Years_HearingDifficulty,7120
2021,geoId/01,dcid:MarginOfError_Count_Person_18To34Years_HearingDifficulty,929
2021,geoId/02,dcid:MarginOfError_Count_Person_18To34Years_HearingDifficulty,312
2021,country/USA,dcid:Count_Person_35To64Years_HearingDifficulty,3265988
2021,geoId/01,dcid:Count_Person_35To64Years_HearingDifficulty,66981
2021,geoId/02,dcid:Count_Person_35To64Years_HearingDifficulty,12955
2021,country/USA,dcid:MarginOfError_Count_Person_35To64Years_HearingDifficulty,20502
2021,geoId/01,dcid:MarginOfError_Count_Person_35To64Years_HearingDifficulty,2241
2021,geoId/02,dcid:MarginOfError_Count_Person_35To64Years_HearingDifficulty,790
2021,country/USA,dcid:Count_Person_65OrMoreYears_HearingDifficulty,7117517
2021,geoId/01,dcid:Count_Person_65OrMoreYears_HearingDifficulty,126191
2021,geoId/02,dcid:Count_Person_65OrMoreYears_HearingDifficulty,17247
2021,country/USA,dcid:MarginOfError_Count_Person_65OrMoreYears_HearingDifficulty,21462
2021,geoId/01,dcid:MarginOfError_Count_Person_65OrMoreYears_HearingDifficulty,2284
2021,geoId/02,dcid:MarginOfError_Count_Person_65OrMoreYears_HearingDifficulty,686
2021,country/USA,dcid:Count_Person_65To74Years_HearingDifficulty,2715024
2021,geoId/01,dcid:Count_Person_65To74Years_HearingDifficulty,54710
2021,geoId/02,dcid:Count_Person_65To74Years_HearingDifficulty,9185
2021,country/USA,dcid:MarginOfError_Count_Person_65To74Years_HearingDifficulty,11703
2021,geoId/01,dcid:MarginOfError_Count_Person_65To74Years_HearingDifficulty,1655
2021,geoId/02,dcid:MarginOfError_Count_Person_65To74Years_HearingDifficulty,607
2021,country/USA,dcid:Count_Person_75OrMoreYears_HearingDifficulty,4402493
2021,geoId/01,dcid:Count_Person_75OrMoreYears_HearingDifficulty,71481
2021,geoId/02,dcid:Count_Person_75OrMoreYears_HearingDifficulty,8062
2021,country/USA,dcid:MarginOfError_Count_Person_75OrMoreYears_HearingDifficulty,17933
2021,geoId/01,dcid:MarginOfError_Count_Person_75OrMoreYears_HearingDifficulty,1791
2021,geoId/02,dcid:MarginOfError_Count_Person_75OrMoreYears_HearingDifficulty,464
2021,country/USA,dcid:Count_Person_VisionDifficulty,7611838
2021,geoId/01,dcid:Count_Person_VisionDifficulty,149959
2021,geoId/02,dcid:Count_Person_VisionDifficulty,17891
2021,country/USA,dcid:MarginOfError_Count_Person_VisionDifficulty,38448
2021,geoId/01,dcid:MarginOfError_Count_Person_VisionDifficulty,2942
2021,geoId/02,dcid:MarginOfError_Count_Person_VisionDifficulty,1068
2021,country/USA,dcid:Count_Person_18OrLessYears_VisionDifficulty,575945
2021,geoId/01,dcid:Count_Person_18OrLessYears_VisionDifficulty,9130
2021,geoId/02,dcid:Count_Person_18OrLessYears_VisionDifficulty,1337
2021,country/USA,dcid:MarginOfError_Count_Person_18OrLessYears_VisionDifficulty,7070
2021,geoId/01,dcid:MarginOfError_Count_Person_18OrLessYears_VisionDifficulty,886
2021,geoId/02,dcid:MarginOfError_Count_Person_18OrLessYears_VisionDifficulty,248
2021,country/USA,dcid:Count_Person_5OrLessYears_VisionDifficulty,73863
2021,geoId/01,dcid:Count_Person_5OrLessYears_VisionDifficulty,1138
2021,geoId/02,dcid:Count_Person_5OrLessYears_VisionDifficulty,204
2021,country/USA,dcid:MarginOfError_Count_Person_5OrLessYears_VisionDifficulty,2265
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrLessYears_VisionDifficulty,307
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrLessYears_VisionDifficulty,94
2021,country/USA,dcid:Count_Person_5To17Years_VisionDifficulty,502082
2021,geoId/01,dcid:Count_Person_5To17Years_VisionDifficulty,7992
2021,geoId/02,dcid:Count_Person_5To17Years_VisionDifficulty,1133
2021,country/USA,dcid:MarginOfError_Count_Person_5To17Years_VisionDifficulty,6476
2021,geoId/01,dcid:MarginOfError_Count_Person_5To17Years_VisionDifficulty,768
2021,geoId/02,dcid:MarginOfError_Count_Person_5To17Years_VisionDifficulty,218
2021,country/USA,dcid:Count_Person_18To64Years_VisionDifficulty,3901769
2021,geoId/01,dcid:Count_Person_18To64Years_VisionDifficulty,80920
2021,geoId/02,dcid:Count_Person_18To64Years_VisionDifficulty,9557
2021,country/USA,dcid:MarginOfError_Count_Person_18To64Years_VisionDifficulty,22953
2021,geoId/01,dcid:MarginOfError_Count_Person_18To64Years_VisionDifficulty,2209
2021,geoId/02,dcid:MarginOfError_Count_Person_18To64Years_VisionDifficulty,676
2021,country/USA,dcid:Count_Person_18To34Years_VisionDifficulty,936860
2021,geoId/01,dcid:Count_Person_18To34Years_VisionDifficulty,18449
