observationAbout,observationDate,value,variableMeasured,unit,scalingFactor
country/IRL,1871,49.6,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1882,49.4,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1891,49.1,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1901,49.3,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1911,53.6,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1926,57.4,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1936,58.2,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1941,59,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1946,60.5,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1951,64.5,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1961,68.1,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1966,68.6,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1971,68.8,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1979,69.5,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1981,70.1,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1986,71,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1991,72.3,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1996,73,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,2002,75.1,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,2006,76.8,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,2011,78.4,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,2016,79.6,dcid:LifeExpectancy_Person_Male,Year,
country/IRL,1871,50.9,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1882,49.9,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1891,49.2,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1901,49.6,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1911,54.1,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1926,57.9,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1936,59.6,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1941,61,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1946,62.4,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1951,67.1,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1961,71.9,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1966,72.9,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1971,73.5,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1979,75,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1981,75.6,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1986,76.7,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1991,77.9,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1996,78.5,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,2002,80.3,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,2006,81.6,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,2011,82.8,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,2016,83.4,dcid:LifeExpectancy_Person_Female,Year,
country/IRL,1926,59.5,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,1936,60.1,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,1941,60.7,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,1946,61.5,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,1951,63.6,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,1961,65.7,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,1966,65.7,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,1971,65.5,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,1979,65.7,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,1981,66.1,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,1986,66.8,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,1991,68,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,1996,68.6,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,2002,70.7,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,2006,72.2,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,2011,73.7,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,2016,74.9,dcid:LifeExpectancy_Person_5Years_Male,Year,
country/IRL,1926,59.2,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,1936,60.4,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,1941,61.4,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,1946,62.5,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,1951,65.4,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,1961,69,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,1966,69.6,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,1971,70,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,1979,71,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,1981,71.5,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,1986,72.4,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,1991,73.5,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,1996,74.1,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,2002,75.7,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,2006,76.9,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,2011,78.1,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,2016,78.7,dcid:LifeExpectancy_Person_5Years_Female,Year,
country/IRL,1926,55.2,dcid:LifeExpectancy_Person_10Years_Male,Year,
country/IRL,1936,55.8,dcid:LifeExpectancy_Person_10Years_Male,Year,
country/IRL,1941,56.3,dcid:LifeExpectancy_Person_10Years_Male,Year,
country/IRL,1946,56.9,dcid:LifeExpectancy_Person_10Years_Male,Year,
country/IRL,1951,58.8,dcid:LifeExpectancy_Person_10Years_Male,Year,
country/IRL,1961,60.8,dcid:LifeExpectancy_Person_10Years_Male,Year,
country/IRL,1966,60.8,dcid:LifeExpectancy_Person_10Years_Male,Year,
country/IRL,1971,60.6,dcid:LifeExpectancy_Person_10Years_Male,Year,
