observationAbout,observationDate,value,variableMeasured,unit,scalingFactor
country/IRL,1926,2971992,dcid:Count_Person,,
country/IRL,1926,1506889,dcid:Count_Person_Male,,
country/IRL,1926,1465103,dcid:Count_Person_Female,,
country/IRL,1926,867879,dcid:Count_Person_0To14Years,,
country/IRL,1926,441751,dcid:Count_Person_0To14Years_Male,,
country/IRL,1926,426128,dcid:Count_Person_0To14Years_Female,,
country/IRL,1926,526418,dcid:Count_Person_15To24Years,,
country/IRL,1926,270565,dcid:Count_Person_15To24Years_Male,,
country/IRL,1926,255853,dcid:Count_Person_15To24Years_Female,,
country/IRL,1926,743545,dcid:Count_Person_25To44Years,,
country/IRL,1926,372547,dcid:Count_Person_25To44Years_Male,,
country/IRL,1926,370998,dcid:Count_Person_25To44Years_Female,,
country/IRL,1926,562470,dcid:Count_Person_45To64Years,,
country/IRL,1926,293450,dcid:Count_Person_45To64Years_Male,,
country/IRL,1926,269020,dcid:Count_Person_45To64Years_Female,,
country/IRL,1926,271680,dcid:Count_Person_65OrMoreYears,,
country/IRL,1926,128576,dcid:Count_Person_65OrMoreYears_Male,,
country/IRL,1926,143104,dcid:Count_Person_65OrMoreYears_Female,,
country/IRL,1936,2968420,dcid:Count_Person,,
country/IRL,1936,1520454,dcid:Count_Person_Male,,
country/IRL,1936,1447966,dcid:Count_Person_Female,,
country/IRL,1936,820394,dcid:Count_Person_0To14Years,,
country/IRL,1936,416433,dcid:Count_Person_0To14Years_Male,,
country/IRL,1936,403961,dcid:Count_Person_0To14Years_Female,,
country/IRL,1936,522839,dcid:Count_Person_15To24Years,,
country/IRL,1936,272792,dcid:Count_Person_15To24Years_Male,,
country/IRL,1936,250047,dcid:Count_Person_15To24Years_Female,,
country/IRL,1936,755394,dcid:Count_Person_25To44Years,,
country/IRL,1936,387927,dcid:Count_Person_25To44Years_Male,,
country/IRL,1936,367467,dcid:Count_Person_25To44Years_Female,,
country/IRL,1936,583109,dcid:Count_Person_45To64Years,,
country/IRL,1936,302387,dcid:Count_Person_45To64Years_Male,,
country/IRL,1936,280722,dcid:Count_Person_45To64Years_Female,,
country/IRL,1936,286684,dcid:Count_Person_65OrMoreYears,,
country/IRL,1936,140915,dcid:Count_Person_65OrMoreYears_Male,,
country/IRL,1936,145769,dcid:Count_Person_65OrMoreYears_Female,,
country/IRL,1946,2955107,dcid:Count_Person,,
country/IRL,1946,1494877,dcid:Count_Person_Male,,
country/IRL,1946,1460230,dcid:Count_Person_Female,,
country/IRL,1946,823007,dcid:Count_Person_0To14Years,,
country/IRL,1946,418984,dcid:Count_Person_0To14Years_Male,,
country/IRL,1946,404023,dcid:Count_Person_0To14Years_Female,,
country/IRL,1946,482777,dcid:Count_Person_15To24Years,,
country/IRL,1946,245853,dcid:Count_Person_15To24Years_Male,,
country/IRL,1946,236924,dcid:Count_Person_15To24Years_Female,,
country/IRL,1946,770363,dcid:Count_Person_25To44Years,,
country/IRL,1946,389801,dcid:Count_Person_25To44Years_Male,,
country/IRL,1946,380562,dcid:Count_Person_25To44Years_Female,,
country/IRL,1946,564638,dcid:Count_Person_45To64Years,,
country/IRL,1946,284655,dcid:Count_Person_45To64Years_Male,,
country/IRL,1946,279983,dcid:Count_Person_45To64Years_Female,,
country/IRL,1946,314322,dcid:Count_Person_65OrMoreYears,,
country/IRL,1946,155584,dcid:Count_Person_65OrMoreYears_Male,,
country/IRL,1946,158738,dcid:Count_Person_65OrMoreYears_Female,,
country/IRL,1951,2960593,dcid:Count_Person,,
country/IRL,1951,1506597,dcid:Count_Person_Male,,
country/IRL,1951,1453996,dcid:Count_Person_Female,,
country/IRL,1951,854810,dcid:Count_Person_0To14Years,,
country/IRL,1951,436447,dcid:Count_Person_0To14Years_Male,,
country/IRL,1951,418363,dcid:Count_Person_0To14Years_Female,,
country/IRL,1951,443354,dcid:Count_Person_15To24Years,,
country/IRL,1951,231122,dcid:Count_Person_15To24Years_Male,,
country/IRL,1951,212232,dcid:Count_Person_15To24Years_Female,,
country/IRL,1951,771229,dcid:Count_Person_25To44Years,,
country/IRL,1951,392320,dcid:Count_Person_25To44Years_Male,,
country/IRL,1951,378909,dcid:Count_Person_25To44Years_Female,,
country/IRL,1951,574809,dcid:Count_Person_45To64Years,,
country/IRL,1951,291670,dcid:Count_Person_45To64Years_Male,,
country/IRL,1951,283139,dcid:Count_Person_45To64Years_Female,,
country/IRL,1951,316391,dcid:Count_Person_65OrMoreYears,,
country/IRL,1951,155038,dcid:Count_Person_65OrMoreYears_Male,,
country/IRL,1951,161353,dcid:Count_Person_65OrMoreYears_Female,,
country/IRL,1961,2818341,dcid:Count_Person,,
country/IRL,1961,1416549,dcid:Count_Person_Male,,
country/IRL,1961,1401792,dcid:Count_Person_Female,,
country/IRL,1961,877259,dcid:Count_Person_0To14Years,,
country/IRL,1961,448740,dcid:Count_Person_0To14Years_Male,,
country/IRL,1961,428519,dcid:Count_Person_0To14Years_Female,,
country/IRL,1961,391839,dcid:Count_Person_15To24Years,,
country/IRL,1961,200767,dcid:Count_Person_15To24Years_Male,,
country/IRL,1961,191072,dcid:Count_Person_15To24Years_Female,,
country/IRL,1961,635250,dcid:Count_Person_25To44Years,,
country/IRL,1961,313951,dcid:Count_Person_25To44Years_Male,,
country/IRL,1961,321299,dcid:Count_Person_25To44Years_Female,,
country/IRL,1961,598930,dcid:Count_Person_45To64Years,,
country/IRL,1961,303778,dcid:Count_Person_45To64Years_Male,,
country/IRL,1961,295152,dcid:Count_Person_45To64Years_Female,,
country/IRL,1961,315063,dcid:Count_Person_65OrMoreYears,,
country/IRL,1961,149313,dcid:Count_Person_65OrMoreYears_Male,,
country/IRL,1961,165750,dcid:Count_Person_65OrMoreYears_Female,,
country/IRL,1966,2884002,dcid:Count_Person,,
country/IRL,1966,1449032,dcid:Count_Person_Male,,
country/IRL,1966,1434970,dcid:Count_Person_Female,,
country/IRL,1966,900396,dcid:Count_Person_0To14Years,,
country/IRL,1966,459406,dcid:Count_Person_0To14Years_Male,,
country/IRL,1966,440990,dcid:Count_Person_0To14Years_Female,,
country/IRL,1966,444645,dcid:Count_Person_15To24Years,,
country/IRL,1966,228053,dcid:Count_Person_15To24Years_Male,,
country/IRL,1966,216592,dcid:Count_Person_15To24Years_Female,,
country/IRL,1966,613576,dcid:Count_Person_25To44Years,,
country/IRL,1966,306226,dcid:Count_Person_25To44Years_Male,,
country/IRL,1966,307350,dcid:Count_Person_25To44Years_Female,,
country/IRL,1966,602378,dcid:Count_Person_45To64Years,,
country/IRL,1966,305398,dcid:Count_Person_45To64Years_Male,,
country/IRL,1966,296980,dcid:Count_Person_45To64Years_Female,,
country/IRL,1966,323007,dcid:Count_Person_65OrMoreYears,,
country/IRL,1966,149949,dcid:Count_Person_65OrMoreYears_Male,,
country/IRL,1966,173058,dcid:Count_Person_65OrMoreYears_Female,,
country/IRL,1971,2978248,dcid:Count_Person,,
country/IRL,1971,1495760,dcid:Count_Person_Male,,
country/IRL,1971,1482488,dcid:Count_Person_Female,,
country/IRL,1971,931152,dcid:Count_Person_0To14Years,,
country/IRL,1971,475786,dcid:Count_Person_0To14Years_Male,,
country/IRL,1971,455366,dcid:Count_Person_0To14Years_Female,,
country/IRL,1971,482978,dcid:Count_Person_15To24Years,,
country/IRL,1971,246734,dcid:Count_Person_15To24Years_Male,,
country/IRL,1971,236244,dcid:Count_Person_15To24Years_Female,,
country/IRL,1971,626180,dcid:Count_Person_25To44Years,,
country/IRL,1971,316471,dcid:Count_Person_25To44Years_Male,,
country/IRL,1971,309709,dcid:Count_Person_25To44Years_Female,,
country/IRL,1971,608119,dcid:Count_Person_45To64Years,,
country/IRL,1971,306132,dcid:Count_Person_45To64Years_Male,,
country/IRL,1971,301987,dcid:Count_Person_45To64Years_Female,,
country/IRL,1971,329819,dcid:Count_Person_65OrMoreYears,,
country/IRL,1971,150637,dcid:Count_Person_65OrMoreYears_Male,,
country/IRL,1971,179182,dcid:Count_Person_65OrMoreYears_Female,,
country/IRL,1979,3368217,dcid:Count_Person,,
country/IRL,1979,1693272,dcid:Count_Person_Male,,
country/IRL,1979,1674945,dcid:Count_Person_Female,,
country/IRL,1979,1029908,dcid:Count_Person_0To14Years,,
country/IRL,1979,527030,dcid:Count_Person_0To14Years_Male,,
country/IRL,1979,502878,dcid:Count_Person_0To14Years_Female,,
country/IRL,1979,583639,dcid:Count_Person_15To24Years,,
country/IRL,1979,298087,dcid:Count_Person_15To24Years_Male,,
country/IRL,1979,285552,dcid:Count_Person_15To24Years_Female,,
country/IRL,1979,797427,dcid:Count_Person_25To44Years,,
country/IRL,1979,407894,dcid:Count_Person_25To44Years_Male,,
country/IRL,1979,389533,dcid:Count_Person_25To44Years_Female,,
country/IRL,1979,595868,dcid:Count_Person_45To64Years,,
country/IRL,1979,297293,dcid:Count_Person_45To64Years_Male,,
country/IRL,1979,298575,dcid:Count_Person_45To64Years_Female,,
country/IRL,1979,361375,dcid:Count_Person_65OrMoreYears,,
country/IRL,1979,162968,dcid:Count_Person_65OrMoreYears_Male,,
country/IRL,1979,198407,dcid:Count_Person_65OrMoreYears_Female,,
country/IRL,1981,3443405,dcid:Count_Person,,
country/IRL,1981,1729354,dcid:Count_Person_Male,,
country/IRL,1981,1714051,dcid:Count_Person_Female,,
country/IRL,1981,1043729,dcid:Count_Person_0To14Years,,
country/IRL,1981,535409,dcid:Count_Person_0To14Years_Male,,
country/IRL,1981,508320,dcid:Count_Person_0To14Years_Female,,
country/IRL,1981,602556,dcid:Count_Person_15To24Years,,
country/IRL,1981,307123,dcid:Count_Person_15To24Years_Male,,
