observationAbout,observationDate,value,variableMeasured,unit,scalingFactor
country/IRL,1950,76,dcid:Count_MortalityEvent_Suicide,,
country/IRL,1950,63,dcid:Count_MortalityEvent_Suicide_Male,,
country/IRL,1950,13,dcid:Count_MortalityEvent_Suicide_Female,,
country/IRL,1951,77,dcid:Count_MortalityEvent_Suicide,,
country/IRL,1951,61,dcid:Count_MortalityEvent_Suicide_Male,,
country/IRL,1951,16,dcid:Count_MortalityEvent_Suicide_Female,,
country/IRL,1952,66,dcid:Count_MortalityEvent_Suicide,,
country/IRL,1952,53,dcid:Count_MortalityEvent_Suicide_Male,,
country/IRL,1952,13,dcid:Count_MortalityEvent_Suicide_Female,,
country/IRL,1953,62,dcid:Count_MortalityEvent_Suicide,,
country/IRL,1953,50,dcid:Count_MortalityEvent_Suicide_Male,,
country/IRL,1953,12,dcid:Count_MortalityEvent_Suicide_Female,,
country/IRL,1954,59,dcid:Count_MortalityEvent_Suicide,,
country/IRL,1954,48,dcid:Count_MortalityEvent_Suicide_Male,,
country/IRL,1954,11,dcid:Count_MortalityEvent_Suicide_Female,,
country/IRL,1955,68,dcid:Count_MortalityEvent_Suicide,,
country/IRL,1955,54,dcid:Count_MortalityEvent_Suicide_Male,,
country/IRL,1955,14,dcid:Count_MortalityEvent_Suicide_Female,,
country/IRL,1956,76,dcid:Count_MortalityEvent_Suicide,,
country/IRL,1956,65,dcid:Count_MortalityEvent_Suicide_Male,,
country/IRL,1956,11,dcid:Count_MortalityEvent_Suicide_Female,,
country/IRL,1957,73,dcid:Count_MortalityEvent_Suicide,,
country/IRL,1957,58,dcid:Count_MortalityEvent_Suicide_Male,,
country/IRL,1957,15,dcid:Count_MortalityEvent_Suicide_Female,,
country/IRL,1958,77,dcid:Count_MortalityEvent_Suicide,,
country/IRL,1958,60,dcid:Count_MortalityEvent_Suicide_Male,,
country/IRL,1958,17,dcid:Count_MortalityEvent_Suicide_Female,,
country/IRL,1959,72,dcid:Count_MortalityEvent_Suicide,,
