observationAbout,observationDate,value,variableMeasured,unit,scalingFactor
country/IRL,1989,32111,dcid:Count_Death,,
country/IRL,1990,31370,dcid:Count_Death,,
country/IRL,1991,31305,dcid:Count_Death,,
country/IRL,1992,30931,dcid:Count_Death,,
country/IRL,1993,32148,dcid:Count_Death,,
country/IRL,1994,30948,dcid:Count_Death,,
country/IRL,1995,32259,dcid:Count_Death,,
country/IRL,1996,31723,dcid:Count_Death,,
country/IRL,1997,31581,dcid:Count_Death,,
country/IRL,1998,31563,dcid:Count_Death,,
country/IRL,1999,32608,dcid:Count_Death,,
country/IRL,2000,31391,dcid:Count_Death,,
country/IRL,2001,30212,dcid:Count_Death,,
country/IRL,2002,29683,dcid:Count_Death,,
country/IRL,2003,29074,dcid:Count_Death,,
country/IRL,2004,28665,dcid:Count_Death,,
country/IRL,2005,28260,dcid:Count_Death,,
country/IRL,2006,28488,dcid:Count_Death,,
country/IRL,2007,28117,dcid:Count_Death,,
country/IRL,2008,28274,dcid:Count_Death,,
country/IRL,2009,28380,dcid:Count_Death,,
country/IRL,2010,27961,dcid:Count_Death,,
country/IRL,2011,28456,dcid:Count_Death,,
country/IRL,2012,29186,dcid:Count_Death,,
country/IRL,2013,29504,dcid:Count_Death,,
country/IRL,2014,29252,dcid:Count_Death,,
country/IRL,2015,30127,dcid:Count_Death,,
country/IRL,2016,30667,dcid:Count_Death,,
country/IRL,2017,30418,dcid:Count_Death,,
country/IRL,2018,31140,dcid:Count_Death,,
country/IRL,2019,31184,dcid:Count_Death,,
country/IRL,2020,32856,dcid:Count_Death,,
country/IRL,2021,34844,dcid:Count_Death,,
country/IRL,2022,35804,dcid:Count_Death,,
country/IRL,2023,35459,dcid:Count_Death,,
country/IRL,1989,17058,dcid:Count_Death_Male,,
country/IRL,1990,16828,dcid:Count_Death_Male,,
country/IRL,1991,16603,dcid:Count_Death_Male,,
country/IRL,1992,16516,dcid:Count_Death_Male,,
country/IRL,1993,17035,dcid:Count_Death_Male,,
country/IRL,1994,16338,dcid:Count_Death_Male,,
country/IRL,1995,17075,dcid:Count_Death_Male,,
country/IRL,1996,16672,dcid:Count_Death_Male,,
country/IRL,1997,16501,dcid:Count_Death_Male,,
country/IRL,1998,16553,dcid:Count_Death_Male,,
country/IRL,1999,16961,dcid:Count_Death_Male,,
country/IRL,2000,16192,dcid:Count_Death_Male,,
country/IRL,2001,15691,dcid:Count_Death_Male,,
country/IRL,2002,15390,dcid:Count_Death_Male,,
country/IRL,2003,14882,dcid:Count_Death_Male,,
country/IRL,2004,14801,dcid:Count_Death_Male,,
country/IRL,2005,14412,dcid:Count_Death_Male,,
country/IRL,2006,14605,dcid:Count_Death_Male,,
country/IRL,2007,14391,dcid:Count_Death_Male,,
country/IRL,2008,14457,dcid:Count_Death_Male,,
country/IRL,2009,14727,dcid:Count_Death_Male,,
country/IRL,2010,14334,dcid:Count_Death_Male,,
country/IRL,2011,14492,dcid:Count_Death_Male,,
country/IRL,2012,14945,dcid:Count_Death_Male,,
country/IRL,2013,14958,dcid:Count_Death_Male,,
country/IRL,2014,14897,dcid:Count_Death_Male,,
country/IRL,2015,15228,dcid:Count_Death_Male,,
country/IRL,2016,15620,dcid:Count_Death_Male,,
country/IRL,2017,15489,dcid:Count_Death_Male,,
country/IRL,2018,16045,dcid:Count_Death_Male,,
country/IRL,2019,16272,dcid:Count_Death_Male,,
country/IRL,2020,17051,dcid:Count_Death_Male,,
country/IRL,2021,18296,dcid:Count_Death_Male,,
country/IRL,2022,18553,dcid:Count_Death_Male,,
country/IRL,2023,18361,dcid:Count_Death_Male,,
country/IRL,1989,15053,dcid:Count_Death_Female,,
country/IRL,1990,14542,dcid:Count_Death_Female,,
country/IRL,1991,14702,dcid:Count_Death_Female,,
country/IRL,1992,14415,dcid:Count_Death_Female,,
country/IRL,1993,15113,dcid:Count_Death_Female,,
country/IRL,1994,14610,dcid:Count_Death_Female,,
country/IRL,1995,15184,dcid:Count_Death_Female,,
country/IRL,1996,15051,dcid:Count_Death_Female,,
country/IRL,1997,15080,dcid:Count_Death_Female,,
country/IRL,1998,15010,dcid:Count_Death_Female,,
country/IRL,1999,15647,dcid:Count_Death_Female,,
country/IRL,2000,15199,dcid:Count_Death_Female,,
country/IRL,2001,14521,dcid:Count_Death_Female,,
country/IRL,2002,14293,dcid:Count_Death_Female,,
country/IRL,2003,14192,dcid:Count_Death_Female,,
country/IRL,2004,13864,dcid:Count_Death_Female,,
country/IRL,2005,13848,dcid:Count_Death_Female,,
country/IRL,2006,13883,dcid:Count_Death_Female,,
country/IRL,2007,13726,dcid:Count_Death_Female,,
country/IRL,2008,13817,dcid:Count_Death_Female,,
country/IRL,2009,13653,dcid:Count_Death_Female,,
country/IRL,2010,13627,dcid:Count_Death_Female,,
country/IRL,2011,13964,dcid:Count_Death_Female,,
country/IRL,2012,14241,dcid:Count_Death_Female,,
country/IRL,2013,14546,dcid:Count_Death_Female,,
country/IRL,2014,14355,dcid:Count_Death_Female,,
country/IRL,2015,14899,dcid:Count_Death_Female,,
country/IRL,2016,15047,dcid:Count_Death_Female,,
country/IRL,2017,14929,dcid:Count_Death_Female,,
country/IRL,2018,15095,dcid:Count_Death_Female,,
country/IRL,2019,14912,dcid:Count_Death_Female,,
country/IRL,2020,15805,dcid:Count_Death_Female,,
country/IRL,2021,16548,dcid:Count_Death_Female,,
country/IRL,2022,17251,dcid:Count_Death_Female,,
country/IRL,2023,17098,dcid:Count_Death_Female,,
