T24,Land,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
1,"Total, all countries or areas",2005,Land area (thousand hectares),"13,020,101",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2005,Arable land (thousand hectares),"1,367,738",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2005,Permanent crops (thousand hectares),"144,955",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2005,Forest cover (thousand hectares),"4,132,183",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2005,Arable land (% of total land area),10.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2005,Permanent crops (% of total land area),1.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2005,Forest cover (% of total land area),31.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2005,Important sites for terrestrial biodiversity protected (% of total sites protected),33.02,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2024."
1,"Total, all countries or areas",2010,Land area (thousand hectares),"13,018,354",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2010,Arable land (thousand hectares),"1,367,634",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2010,Permanent crops (thousand hectares),"157,727",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2010,Forest cover (thousand hectares),"4,106,317",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2010,Arable land (% of total land area),10.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2010,Permanent crops (% of total land area),1.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2010,Forest cover (% of total land area),31.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2010,Important sites for terrestrial biodiversity protected (% of total sites protected),38.77,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2024."
1,"Total, all countries or areas",2021,Land area (thousand hectares),"13,014,612",Break in the time series.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2021,Arable land (thousand hectares),"1,396,673",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2021,Permanent crops (thousand hectares),"183,203",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2021,Forest cover (thousand hectares),"4,053,907",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2021,Arable land (% of total land area),10.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2021,Permanent crops (% of total land area),1.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2021,Forest cover (% of total land area),31.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
1,"Total, all countries or areas",2021,Important sites for terrestrial biodiversity protected (% of total sites protected),44.25,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2024."
1,"Total, all countries or areas",2023,Important sites for terrestrial biodiversity protected (% of total sites protected),44.31,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2024."
2,Africa,2005,Land area (thousand hectares),"2,979,685",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2005,Arable land (thousand hectares),"214,932",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2005,Permanent crops (thousand hectares),"30,074",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2005,Forest cover (thousand hectares),"693,032",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2005,Arable land (% of total land area),7.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2005,Permanent crops (% of total land area),1.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2005,Forest cover (% of total land area),23.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2010,Land area (thousand hectares),"2,979,757",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2010,Arable land (thousand hectares),"229,507",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2010,Permanent crops (thousand hectares),"32,930",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2010,Forest cover (thousand hectares),"676,015",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2010,Arable land (% of total land area),7.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2010,Permanent crops (% of total land area),1.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2010,Forest cover (% of total land area),22.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2021,Land area (thousand hectares),"2,992,171",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2021,Arable land (thousand hectares),"253,435",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2021,Permanent crops (thousand hectares),"39,818",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2021,Forest cover (thousand hectares),"632,642",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2021,Arable land (% of total land area),8.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2021,Permanent crops (% of total land area),1.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
2,Africa,2021,Forest cover (% of total land area),21.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2005,Land area (thousand hectares),"838,039",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2005,Arable land (thousand hectares),"41,430",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2005,Permanent crops (thousand hectares),"5,310",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2005,Forest cover (thousand hectares),"37,074",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2005,Arable land (% of total land area),4.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2005,Permanent crops (% of total land area),0.6,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2005,Forest cover (% of total land area),4.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),25.42,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2024."
15,Northern Africa,2010,Land area (thousand hectares),"838,039",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2010,Arable land (thousand hectares),"42,525",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2010,Permanent crops (thousand hectares),"5,806",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2010,Forest cover (thousand hectares),"36,466",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2010,Arable land (% of total land area),5.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2010,Permanent crops (% of total land area),0.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2010,Forest cover (% of total land area),4.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),31.10,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2024."
15,Northern Africa,2021,Land area (thousand hectares),"787,239",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2021,Arable land (thousand hectares),"43,670",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2021,Permanent crops (thousand hectares),"6,377",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2021,Forest cover (thousand hectares),"27,530",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2021,Arable land (% of total land area),5.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2021,Permanent crops (% of total land area),0.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2021,Forest cover (% of total land area),3.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
15,Northern Africa,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),41.57,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2024."
15,Northern Africa,2023,Important sites for terrestrial biodiversity protected (% of total sites protected),41.57,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2024."
202,Sub-Saharan Africa,2005,Land area (thousand hectares),"2,141,646",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
202,Sub-Saharan Africa,2005,Arable land (thousand hectares),"173,502",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
202,Sub-Saharan Africa,2005,Permanent crops (thousand hectares),"24,764",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
202,Sub-Saharan Africa,2005,Forest cover (thousand hectares),"655,958",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
202,Sub-Saharan Africa,2005,Arable land (% of total land area),8.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
202,Sub-Saharan Africa,2005,Permanent crops (% of total land area),1.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
202,Sub-Saharan Africa,2005,Forest cover (% of total land area),30.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
202,Sub-Saharan Africa,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),34.94,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2024."
202,Sub-Saharan Africa,2010,Land area (thousand hectares),"2,141,718",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
202,Sub-Saharan Africa,2010,Arable land (thousand hectares),"186,982",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
202,Sub-Saharan Africa,2010,Permanent crops (thousand hectares),"27,125",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
202,Sub-Saharan Africa,2010,Forest cover (thousand hectares),"639,549",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
202,Sub-Saharan Africa,2010,Arable land (% of total land area),8.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
202,Sub-Saharan Africa,2010,Permanent crops (% of total land area),1.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2023."
