Year,StatVar,Quantity
2017,Offense_Count_CriminalIncidents_IsHateCrime,8437
2017,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime,15
2017,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime,23
2017,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime,990
2017,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime,1745
2017,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime,2283
2017,Offense_Count_CriminalIncidents_HumanTraffickingCommercialSexActs_IsHateCrime,1
2017,Offense_Count_CriminalIncidents_OtherCrimesAgainstPerson_IsHateCrime,27
2017,Offense_Count_CriminalIncidents_Robbery_IsHateCrime,157
2017,Offense_Count_CriminalIncidents_Burglary_IsHateCrime,145
2017,Offense_Count_CriminalIncidents_LarcenyTheft_IsHateCrime,326
2017,Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime,41
2017,Offense_Count_CriminalIncidents_Arson_IsHateCrime,42
2017,Offense_Count_CriminalIncidents_DestructionOrDamageOrVandalismOfProperty_IsHateCrime,2325
2017,Offense_Count_CriminalIncidents_OtherCrimesAgainstProperty_IsHateCrime,79
2017,Offense_Count_CriminalIncidents_CrimeAgainstSociety_IsHateCrime,238
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime,8126
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_MurderAndNonNegligentManslaughter_IsHateCrime,15
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_ForcibleRape_IsHateCrime,23
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_AggravatedAssault_IsHateCrime,975
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_SimpleAssault_IsHateCrime,1623
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_Intimidation_IsHateCrime,2156
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_HumanTraffickingCommercialSexActs_IsHateCrime,1
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_OtherCrimesAgainstPerson_IsHateCrime,27
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_Robbery_IsHateCrime,157
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_Burglary_IsHateCrime,140
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_LarcenyTheft_IsHateCrime,323
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_MotorVehicleTheft_IsHateCrime,41
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_Arson_IsHateCrime,41
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_DestructionOrDamageOrVandalismOfProperty_IsHateCrime,2291
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_OtherCrimesAgainstProperty_IsHateCrime,79
2017,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_CrimeAgainstSociety_IsHateCrime,234
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_IsHateCrime,4832
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_MurderAndNonNegligentManslaughter_IsHateCrime,11
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_ForcibleRape_IsHateCrime,8
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_AggravatedAssault_IsHateCrime,638
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_SimpleAssault_IsHateCrime,965
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_Intimidation_IsHateCrime,1442
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_HumanTraffickingCommercialSexActs_IsHateCrime,1
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_OtherCrimesAgainstPerson_IsHateCrime,15
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_Robbery_IsHateCrime,84
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_Burglary_IsHateCrime,83
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_LarcenyTheft_IsHateCrime,208
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_MotorVehicleTheft_IsHateCrime,35
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_Arson_IsHateCrime,24
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_DestructionOrDamageOrVandalismOfProperty_IsHateCrime,1111
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_OtherCrimesAgainstProperty_IsHateCrime,40
2017,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_CrimeAgainstSociety_IsHateCrime,167
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_White,844
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_MurderAndNonNegligentManslaughter_IsHateCrime_White,5
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime_White,2
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_AggravatedAssault_IsHateCrime_White,105
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_SimpleAssault_IsHateCrime_White,203
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime_White,171
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_HumanTraffickingCommercialSexActs_IsHateCrime_White,0
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstPerson_IsHateCrime_White,7
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime_White,22
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime_White,24
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_LarcenyTheft_IsHateCrime_White,92
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_MotorVehicleTheft_IsHateCrime_White,14
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_White,3
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_White,113
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstProperty_IsHateCrime_White,20
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_CrimeAgainstSociety_IsHateCrime_White,63
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_BlackOrAfricanAmericanAlone,2358
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_MurderAndNonNegligentManslaughter_IsHateCrime_BlackOrAfricanAmericanAlone,5
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime_BlackOrAfricanAmericanAlone,1
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_AggravatedAssault_IsHateCrime_BlackOrAfricanAmericanAlone,326
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_SimpleAssault_IsHateCrime_BlackOrAfricanAmericanAlone,454
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime_BlackOrAfricanAmericanAlone,820
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_HumanTraffickingCommercialSexActs_IsHateCrime_BlackOrAfricanAmericanAlone,0
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstPerson_IsHateCrime_BlackOrAfricanAmericanAlone,2
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime_BlackOrAfricanAmericanAlone,19
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime_BlackOrAfricanAmericanAlone,29
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_LarcenyTheft_IsHateCrime_BlackOrAfricanAmericanAlone,17
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_MotorVehicleTheft_IsHateCrime_BlackOrAfricanAmericanAlone,2
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_BlackOrAfricanAmericanAlone,15
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_BlackOrAfricanAmericanAlone,640
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstProperty_IsHateCrime_BlackOrAfricanAmericanAlone,6
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_CrimeAgainstSociety_IsHateCrime_BlackOrAfricanAmericanAlone,22
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,281
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_MurderAndNonNegligentManslaughter_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,0
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,4
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_AggravatedAssault_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,17
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_SimpleAssault_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,29
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,44
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_HumanTraffickingCommercialSexActs_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,0
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstPerson_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,1
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,2
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,12
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_LarcenyTheft_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,60
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_MotorVehicleTheft_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,14
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,0
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,26
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstProperty_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,10
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_CrimeAgainstSociety_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,62
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AsianAlone,152
2017,Offense_Count_CriminalIncidents_BiasMotivationRace_MurderAndNonNegligentManslaughter_IsHateCrime_AsianAlone,0
