statvar,dcid
Count_Person_16OrMoreYears_EducationalAttainmentLowerSecondaryEducation_Employed,Count_Person_16OrMoreYears_LowerSecondaryEducation_Employed
Count_Person_16OrMoreYears_EducationalAttainmentLowerSecondaryEducation_Employed_AsAFractionOf_Count_Person_16OrMoreYears_LowerSecondaryEducation,Count_Person_16OrMoreYears_LowerSecondaryEducation_Employed_AsAFractionOf_Count_Person_16OrMoreYears_LowerSecondaryEducation
Count_Person_16OrMoreYears_EducationalAttainmentLowerSecondaryEducation_InLaborForce,Count_Person_16OrMoreYears_LowerSecondaryEducation_InLaborForce
Count_Person_16OrMoreYears_EducationalAttainmentLowerSecondaryEducation_InLaborForce_AsAFractionOf_Count_Person_16OrMoreYears_LowerSecondaryEducation,Count_Person_16OrMoreYears_LowerSecondaryEducation_InLaborForce_AsAFractionOf_Count_Person_16OrMoreYears_LowerSecondaryEducation
Count_Person_16OrMoreYears_EducationalAttainmentLowerSecondaryEducation_NotInLaborForce,Count_Person_16OrMoreYears_LowerSecondaryEducation_NotInLaborForce
Count_Person_16OrMoreYears_EducationalAttainmentLowerSecondaryEducation_Unemployed,Count_Person_16OrMoreYears_LowerSecondaryEducation_Unemployed
Count_Person_16OrMoreYears_EducationalAttainmentLowerSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_16OrMoreYears_LowerSecondaryEducation,Count_Person_16OrMoreYears_LowerSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_16OrMoreYears_LowerSecondaryEducation
Count_Person_16OrMoreYears_EducationalAttainmentNoEducation_Employed,Count_Person_16OrMoreYears_NoEducation_Employed
Count_Person_16OrMoreYears_EducationalAttainmentNoEducation_Employed_AsAFractionOf_Count_Person_16OrMoreYears_NoEducation,Count_Person_16OrMoreYears_NoEducation_Employed_AsAFractionOf_Count_Person_16OrMoreYears_NoEducation
Count_Person_16OrMoreYears_EducationalAttainmentNoEducation_InLaborForce,Count_Person_16OrMoreYears_NoEducation_InLaborForce
Count_Person_16OrMoreYears_EducationalAttainmentNoEducation_InLaborForce_AsAFractionOf_Count_Person_16OrMoreYears_NoEducation,Count_Person_16OrMoreYears_NoEducation_InLaborForce_AsAFractionOf_Count_Person_16OrMoreYears_NoEducation
Count_Person_16OrMoreYears_EducationalAttainmentNoEducation_NotInLaborForce,Count_Person_16OrMoreYears_NoEducation_NotInLaborForce
Count_Person_16OrMoreYears_EducationalAttainmentNoEducation_Unemployed,Count_Person_16OrMoreYears_NoEducation_Unemployed
Count_Person_16OrMoreYears_EducationalAttainmentNoEducation_Unemployed_AsAFractionOf_Count_Person_16OrMoreYears_NoEducation,Count_Person_16OrMoreYears_NoEducation_Unemployed_AsAFractionOf_Count_Person_16OrMoreYears_NoEducation
Count_Person_16OrMoreYears_EducationalAttainmentPrimaryEducation_Employed,Count_Person_16OrMoreYears_PrimaryEducation_Employed
Count_Person_16OrMoreYears_EducationalAttainmentPrimaryEducation_Employed_AsAFractionOf_Count_Person_16OrMoreYears_PrimaryEducation,Count_Person_16OrMoreYears_PrimaryEducation_Employed_AsAFractionOf_Count_Person_16OrMoreYears_PrimaryEducation
Count_Person_16OrMoreYears_EducationalAttainmentPrimaryEducation_InLaborForce,Count_Person_16OrMoreYears_PrimaryEducation_InLaborForce
Count_Person_16OrMoreYears_EducationalAttainmentPrimaryEducation_InLaborForce_AsAFractionOf_Count_Person_16OrMoreYears_PrimaryEducation,Count_Person_16OrMoreYears_PrimaryEducation_InLaborForce_AsAFractionOf_Count_Person_16OrMoreYears_PrimaryEducation
Count_Person_16OrMoreYears_EducationalAttainmentPrimaryEducation_NotInLaborForce,Count_Person_16OrMoreYears_PrimaryEducation_NotInLaborForce
Count_Person_16OrMoreYears_EducationalAttainmentPrimaryEducation_Unemployed,Count_Person_16OrMoreYears_PrimaryEducation_Unemployed
Count_Person_16OrMoreYears_EducationalAttainmentPrimaryEducation_Unemployed_AsAFractionOf_Count_Person_16OrMoreYears_PrimaryEducation,Count_Person_16OrMoreYears_PrimaryEducation_Unemployed_AsAFractionOf_Count_Person_16OrMoreYears_PrimaryEducation
Count_Person_16OrMoreYears_EducationalAttainmentUpperSecondaryEducationOrHigher_Employed,Count_Person_16OrMoreYears_UpperSecondaryEducationOrHigher_Employed
Count_Person_16OrMoreYears_EducationalAttainmentUpperSecondaryEducationOrHigher_Employed_AsAFractionOf_Count_Person_16OrMoreYears_UpperSecondaryEducationOrHigher,Count_Person_16OrMoreYears_UpperSecondaryEducationOrHigher_Employed_AsAFractionOf_Count_Person_16OrMoreYears_UpperSecondaryEducationOrHigher
Count_Person_16OrMoreYears_EducationalAttainmentUpperSecondaryEducationOrHigher_InLaborForce,Count_Person_16OrMoreYears_UpperSecondaryEducationOrHigher_InLaborForce
Count_Person_16OrMoreYears_EducationalAttainmentUpperSecondaryEducationOrHigher_InLaborForce_AsAFractionOf_Count_Person_16OrMoreYears_UpperSecondaryEducationOrHigher,Count_Person_16OrMoreYears_UpperSecondaryEducationOrHigher_InLaborForce_AsAFractionOf_Count_Person_16OrMoreYears_UpperSecondaryEducationOrHigher
